"","TVType","ProgramType","Month","DayPart","SpotName","Oldest","Old","Base","RR","CPM","comp"
"1201","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",181,385,441679,0.0000773480662983425,26.651726519337,0.000409799877286446
"1202","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",157,370,451213,0.000146496815286624,30.7258757961783,0.000347950967724777
"1203","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",190,380,446665,0.0000421052631578947,25.3892763157895,0.000425374721547468
"1204","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",156,373,415618,0.00016025641025641,30.9228365384615,0.000375344667459061
"1205","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",246,434,481048,0.0000569105691056911,19.4228455284553,0.000511383479403303
"1206","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",196,402,451868,0.000076530612244898,24.3776530612245,0.000433754990395425
"1207","DN","Military","January, 2017","Day","HEAR A BTR DAY 120",92,211,224755,0.0000434782608695652,12.98375,0.000409334608796245
"1208","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",32,52,93659,0.0000625,20.09984375,0.000341664976136837
"1209","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",33,89,137009,0.000242424242424242,19.4907575757576,0.000240860089483173
"1210","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",10,58,78989,0.0003,64.3195,0.000126599906316069
"1211","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",20,71,123967,0.0001,32.15975,0.00016133325804448
"1212","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",17,62,100761,0.000117647058823529,37.835,0.000168716070701958
"1213","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",22,79,113490,0.000272727272727273,29.2361363636364,0.000193849678385761
"1214","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",19,62,87924,0.0000526315789473684,33.8523684210526,0.000216095719030071
"1215","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",40,101,151356,0.000075,16.079875,0.000264277597188086
"1216","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",33,78,112415,0.000121212121212121,19.4907575757576,0.000293555130543077
"1217","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",13,60,84331,0.000307692307692308,49.4765384615385,0.000154154462771697
"1218","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",11,58,88079,0.000454545454545455,58.4722727272727,0.000124887884739836
"1219","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",25,68,97869,0.00012,25.7278,0.000255443501006447
"1221","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",54,101,128199,0.0000740740740740741,11.9110185185185,0.000421220134322421
"1222","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",31,61,83969,0.000032258064516129,20.7482258064516,0.000369183865474163
"1223","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",28,84,108625,0.000142857142857143,22.97125,0.000257767548906789
"1224","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",33,85,130279,0.000121212121212121,19.4907575757576,0.000253302527652193
"1225","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",27,71,102117,0.000037037037037037,23.822037037037,0.000264402597021064
"1226","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",32,76,97696,0.0000625,20.09984375,0.000327546675401245
"1227","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",30,92,111850,0.000133333333333333,21.4398333333333,0.000268216361198033
"1228","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",11,36,66566,0.000181818181818182,58.4722727272727,0.000165249526785446
"1229","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",29,75,104756,0.0000344827586206897,22.1791379310345,0.000276833785176983
"1231","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",39,69,89782,0.0000256410256410256,16.4921794871795,0.000434385511572476
"1232","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",12,41,94283,0.000166666666666667,53.5995833333333,0.000127276391290052
"1233","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",33,60,88051,0.0000303030303030303,19.4907575757576,0.000374782796333943
"1234","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",13,42,70039,0.000153846153846154,49.4765384615385,0.000185610873941661
"1236","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",12,57,98667,0.000166666666666667,53.5995833333333,0.000121621210739153
"1237","DN","Crime Drama","June, 2017","Day","HABD REV 120 TEST",8,24,45845,0.000125,80.399375,0.000174501036099902
"1238","DN","Crime Drama","June, 2017","Day","HEAR A BTR DAY 120",29,67,101467,0.0000344827586206897,22.1791379310345,0.000285807208254901
"1239","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",25,87,117092,0.00004,22.0524,0.000213507327571482
"1240","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",44,89,109622,0.0000227272727272727,12.5297727272727,0.000401379285179982
"1241","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",44,89,109622,0.0000454545454545455,12.5297727272727,0.000401379285179982
"1242","DN","Crime Drama","July, 2017","Day","HABD REV 120 TEST",17,98,122946,0.000352941176470588,32.43,0.000138272086932474
"1243","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",21,70,92947,0.0000952380952380952,15.3141666666667,0.000225935210388716
"1246","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",4,63,87856,0.00025,80.399375,0.0000455290475323256
"1247","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",14,67,93169,0.000142857142857143,22.97125,0.000150264572980283
"1248","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",10,59,122647,0.0002,32.15975,0.0000815348112876793
"1249","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",12,55,97035,0.0000833333333333333,26.7997916666667,0.000123666718194466
"1251","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",14,52,91148,0.0000714285714285714,22.97125,0.000153596348795366
"1254","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",22,77,107921,0.0000454545454545455,14.6180681818182,0.000203852818265213
"1256","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",13,60,86685,0.000153846153846154,24.7382692307692,0.000149968275941628
"1258","DN","Crime Drama","July, 2017","Day","HABD 60 TEST",12,68,92647,0.0000833333333333333,26.7997916666667,0.000129523891761201
"1260","DN","Crime Drama","July, 2017","Day","HEAR A BETTER DAY 60",22,62,92267,0.0000909090909090909,14.6180681818182,0.000238438444947814
"1261","DN","Military","December, 2016","Day","HEAR A BTR DAY 120",80,161,225987,0.000025,11.485625,0.000354002663870046
"1262","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",15,46,62522,0.0002,42.8796666666667,0.000239915549726496
"1264","CBL","Western","January, 2017","Day","HEAR A BTR DAY 120",78,173,174216,0.0000128205128205128,20.0262179487179,0.000447720071635211
"1266","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",518,770,1001280,0.0000637065637065637,17.0288803088803,0.000517337807606264
"1267","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",551,805,1006710,0.0000871143375680581,16.009001814882,0.000547327432925073
"1268","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",517,854,1068927,0.000108317214700193,17.0618181818182,0.000483662588745536
"1269","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",607,954,1193765,0.0000560131795716639,14.5320593080725,0.000508475286174415
"1270","DN","Western","April, 2017","WE","HEAR A BTR DAY 120",64,120,135545,0.00003125,10.7677734375,0.00047216791471467
"1271","DN","Western","May, 2017","WE","HEAR A BTR DAY 120",58,121,127754,0.0000344827586206897,11.8816810344828,0.000453997526496235
"1272","DN","Western","May, 2017","WE","HEAR A BTR DAY 120",69,113,132933,0.000115942028985507,9.9875,0.000519058473065379
"1273","DN","Western","June, 2017","WE","HEAR A BTR DAY 120",40,84,87667,0.00005,17.2284375,0.000456272029383919
"1274","DN","Western","June, 2017","WE","HEAR A BTR DAY 120",44,89,103011,0.0000681818181818182,15.6622159090909,0.000427138849249109
"1276","DN","Western","July, 2017","WE","HABD REV 120 TEST",53,95,117677,0.0000754716981132076,12.1357547169811,0.000450385376921573
"1277","DN","Western","July, 2017","WE","HABD REV 120 TEST",69,120,132825,0.0000289855072463768,9.32166666666667,0.000519480519480519
"1278","DN","Western","July, 2017","WE","HABD REV 120 TEST",44,80,93823,0.0000454545454545455,14.6180681818182,0.000468968163456722
"1279","DN","Western","August, 2017","WE","HABD REV 120 TEST",88,135,150322,0.0000681818181818182,7.30903409090909,0.00058540998656218
"1280","DN","Western","August, 2017","WE","HABD REV 120 TEST",97,136,141552,0.0000309278350515464,6.63087628865979,0.000685260540296146
"1281","DN","Western","July, 2017","WE","HABD REV 120 TEST",108,201,208561,0.0000833333333333333,10.2094444444444,0.000517834110883626
"1282","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",149,219,239371,0.0000402684563758389,8.01681208053691,0.000622464709593058
"1283","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",122,211,234910,0.0000819672131147541,9.79102459016394,0.000519347835341195
"1284","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",79,200,239869,0.0000759493670886076,15.1203164556962,0.000329346434929065
"1285","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",128,205,218309,0.000015625,9.3320703125,0.000586324888117302
"1286","DN","Western","August, 2017","Day","HABD REV 120 TEST",59,137,145638,0.000169491525423729,18.6884745762712,0.000405114049904558
"1287","NW","Game Show","April, 2017","Day","HEAR A BTR DAY 120",2457,4015,4842356,0.000102971102971103,27.673951973952,0.000507397638670102
"1288","NW","Game Show","May, 2017","Day","HEAR A BTR DAY 120",2406,3874,4577778,0.000125103906899418,26.7329592684954,0.000525582498758131
"1289","NW","Game Show","May, 2017","Day","HEAR A BTR DAY 120",2486,4067,4823152,0.000122284794851167,25.8726870474658,0.000515430573201923
"1290","NW","Game Show","June, 2017","Day","HEAR A BTR DAY 120",2262,3618,4268025,0.0000901856763925729,30.0596374889478,0.00052998752350326
"1291","NW","Game Show","June, 2017","Day","HEAR A BTR DAY 120",2390,3693,4442280,0.000121338912133891,25.37410041841,0.000538012011849771
"1292","NW","Game Show","July, 2017","Day","HABD REV 120 TEST",2420,3809,4564902,0.0000946280991735537,25.0595454545455,0.000530131862633634
"1293","NW","Game Show","July, 2017","Day","HABD REV 120 TEST",2425,3842,4573867,0.000105154639175258,25.0078762886598,0.000530185945503007
"1294","NW","Game Show","July, 2017","Day","HABD REV 120 TEST",2431,3871,4589017,0.000119703825586179,24.9461538461538,0.000529743080053964
"1295","NW","Game Show","August, 2017","Day","HABD REV 120 TEST",2540,4042,4784607,0.000102755905511811,23.8756299212598,0.000530869097503724
"1296","NW","Game Show","August, 2017","Day","HABD REV 120 TEST",2590,3983,4758358,0.000111583011583012,23.4147104247104,0.000544305409555145
"1300","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",202,514,590859,0.000123762376237624,19.104801980198,0.000341875134338311
"1301","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",244,525,595373,0.000118852459016393,15.8162704918033,0.000409827116782252
"1302","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",273,598,679572,0.00015018315018315,14.1361538461538,0.000401723437693136
"1303","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",335,592,675667,0.0000656716417910448,11.5199104477612,0.000495806366153741
"1304","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",259,458,576760,0.000135135135135135,14.9002702702703,0.000449060267702337
"1305","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",233,469,565241,0.0000772532188841202,16.5629613733906,0.000412213551387815
"1306","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",318,559,618075,0.0000911949685534591,12.1357547169811,0.000514500667394734
"1307","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",288,550,637819,0.000114583333333333,13.3998958333333,0.000451538759428615
"1308","DN","Western","March, 2017","WE","HEAR A BTR DAY 120",295,567,679874,0.0000949152542372881,12.4589830508475,0.00043390392925748
"1309","DN","Western","March, 2017","WE","HEAR A BTR DAY 120",335,662,757965,0.0000447761194029851,10.9713432835821,0.000441972914316624
"1310","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",303,542,647560,0.0000561056105610561,12.7365346534653,0.000467910309469393
"1311","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",235,441,492131,0.0000851063829787234,16.422,0.000477515133165763
"1312","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",247,485,586085,0.0000526315789473684,22.3202429149798,0.000421440576025662
"1313","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",249,517,582373,0.0000923694779116466,15.4986746987952,0.000427561030473597
"1314","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",269,532,595980,0.000107806691449814,14.3463568773234,0.000451357428101614
"1315","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",206,419,493239,0.000131067961165049,18.7338349514563,0.000417647428528563
"1316","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",206,506,604261,0.0000533980582524272,18.7338349514563,0.000340912287902082
"1317","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",214,470,575458,0.00014018691588785,22.5418808411215,0.000371877704367652
"1318","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",247,504,572717,0.000133603238866397,19.3442105263158,0.000431277576883522
"1319","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",241,485,543812,0.0000580912863070539,19.8258091286307,0.00044316785948085
"1320","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",263,520,586125,0.000091254752851711,18.1673764258555,0.000448709746214545
"1321","DN","Western","July, 2017","Day","HABD REV 120 TEST",230,505,586073,0.000117391304347826,20.774,0.000392442579678641
"1322","DN","Western","July, 2017","Day","HABD REV 120 TEST",279,556,660660,0.0000573476702508961,17.1255197132616,0.000422304967759513
"1323","DN","Western","July, 2017","Day","HABD REV 120 TEST",249,520,625595,0.0000883534136546185,19.1888353413655,0.0003980210839281
"1324","DN","Western","July, 2017","Day","HABD REV 120 TEST",319,612,707522,0.0000721003134796238,14.9781191222571,0.000450869372259803
"1325","DN","Western","July, 2017","Day","HABD REV 120 TEST",310,552,631733,0.000141935483870968,15.4129677419355,0.000490713640097953
"1326","DN","Western","July, 2017","Day","HABD REV 120 TEST",266,552,625746,0.000075187969924812,17.9624812030075,0.000425092609461347
"1327","DN","Western","July, 2017","Day","HABD REV 120 TEST",298,565,629312,0.0000738255033557047,16.0336241610738,0.000473533001118682
"1328","DN","Western","July, 2017","Day","HABD REV 120 TEST",312,562,645502,0.0000865384615384615,15.3141666666667,0.000483344745639828
"1329","DN","Western","July, 2017","Day","HABD REV 120 TEST",368,657,756347,0.0000869565217391304,12.98375,0.000486549163280875
"1330","DN","Western","July, 2017","Day","HABD REV 120 TEST",314,575,664232,0.0000923566878980892,15.2166242038217,0.000472726396801118
"1331","DN","Western","July, 2017","Day","HABD REV 120 TEST",311,571,670041,0.000067524115755627,15.3634083601286,0.000464150701225746
"1332","DN","Western","July, 2017","Day","HABD REV 120 TEST",348,639,743944,0.0000919540229885057,13.7299425287356,0.000467777144516254
"1333","DN","Western","August, 2017","Day","HABD REV 120 TEST",265,531,624598,0.000116981132075472,18.0302641509434,0.000424272892324343
"1334","DN","Western","August, 2017","Day","HABD REV 120 TEST",290,498,553675,0.0000724137931034483,16.4759310344828,0.000523772971508556
"1339","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",35,76,86229,0.000114285714285714,19.6896428571429,0.000405895928283988
"1340","DN","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",54,80,90087,0.000037037037037037,12.7618055555556,0.000599420560125212
"1341","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",15,37,50738,0.0002,45.9425,0.000295636406638023
"1342","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",40,72,86442,0.0001,17.2284375,0.000462738020869485
"1343","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",29,65,84838,0.0000344827586206897,23.7633620689655,0.000341827954454372
"1344","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",45,71,105093,0.0000444444444444444,15.3141666666667,0.000428192172647084
"1345","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",71,126,145365,0.0000140845070422535,9.70616197183099,0.000488425687063599
"1346","DN","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",42,81,105426,0.0000714285714285714,16.4080357142857,0.000398383700415457
"1347","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",35,76,88499,0.000114285714285714,19.6896428571429,0.000395484694742313
"1348","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",51,85,93835,0.0000588235294117647,13.5125,0.000543507220120424
"1349","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",29,64,72755,0.000103448275862069,23.7633620689655,0.000398598034499347
"1350","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",148,273,304843,0.0000405405405405405,8.07097972972973,0.000485495812598616
